가게이름,리뷰내용,리뷰별점
부원면옥,우와 너무 별로에요 &hellip; 맛잇는거라곤 빈대떡인데 빈대떡도 엄청 작고 &hellip; 불친절 하고 가게 위생도 그렇게 깨끗해 보이지도 않고 .. 오래 있는게 신기할 뿐이네요 &hellip;,1
부원면옥,"저평가된 평양냉면집.
오래되고 작고 내부 인테리어같은거 없고 서비스도 보통. 
하지만 수십년동안 남대문 상인들의 지지를 받아온 것으로 끝장이다. 노포가 왜 노포인지 생각해보면 답나온다. 1번 먹고  쓴  네티즌들의 아래 평가들은 동의가 안된다 . (평양냉면을 처음  먹어보고 쓴 후기들도 꽤 보임)
꾸준히  먹어봐야 맛을 알수있는 평양냉면을 스타트하기에 딱 좋은곳이다. 이곳이 베스트는 아니라도, 15000 짜리 냉면집들은 너무하지 않은가?
우리집은1년에  2번은 간다. 별점  4.3",4
부원면옥,"맛잇게 잘 먹엇습니다.
다음엔 냉면 말고 닭무침 먹어보고 싶네요",4
부원면옥,"평냉에 대한 기대가 큰 입문자나 편견이 있는 분들에게는 추천하지 않습니다. 평양냉면을 좋아하고 좀 다른 맛을 찾는 분께 추천합니다. 돼지고기도 맛있고 면의 메밀향도 좋습니다. 또 육수도 깔끔하고 좋습니다. 가격대비 휼륭한 냉면입니다. 
자주는 아니지만 여름이면 꼭 생각나는 집입니다.",5
부원면옥,"가파른 계단을 올라가 식당을 들어가기도 전에 빈대떡 부치는 총각부터 만나는 당혹감.
요즘같은 시기에 다닥다닥...복작복작.
벽에 훈장처럼 붙어있는 여러 유명인의 싸인들 사이로 떡하니
&quot;냉면가격 1만6천원까지 받는다&quot;는 신문기사...
8천5백원 냉면이니 감사하며 머리조아려 먹으라는 오만함이 눈에 보이고 손에 잡히는 듯 해서 기분이 좋을 수 없다.
그럼에도 냉면 육수나 면 상태가 이 가격에서는 만족할 수 있는 상태.
빈대떡도 식감이나 맛이 나무랄 데 없이 매우 좋음.
묻거나 따지지 말고 싼 가격에 맛난 냉면을 먹고싶을 때는 여길 가라 권하고 싶다.
원래 냉면은 겨울음식이라 하니 눈 내릴 때 찾아가면 한갓지게 한 젓가락 할 수 있으려나.",4
부원면옥,"1,3,5번째 일요일 휴무",1
부원면옥,"돼지고기 올라간 냉면 맛나요
전 바삭 너무 맛있어서 두개먹늠요",4
부원면옥,"이게 어떻게 심심한 맛이지?
평냉은 육수 마시고 뒷맛이 짠맛이 올라오는데 그 짠맛이 뭔지 모를 정체불명의맛. 닭과 돼지고기 육수라는데 모르겠음 냄새나고 ㅇㅇ이렇게 맛없게 먹은것도 오랜만이라 기분좋았음 경험치 쌓여서 ㅋㅋㅋㅋㅋ 인터넷엔 평 좋던데? 나름 팬이 많은 집인가 보다. 
빈대떡은 고소한 기름냄새가 많이 나는게 맛있었음 한장에 4천원.
2015/7/21",1
부원면옥,평냉 육수에서 감초의 단맛과 쓴맛이 강하게 느껴져 당황했지만(개인적으로 감초 싫어함..)식탁에 있는 식초를 넣으니 맛이 밸런스를 잡음. 빈대떡이 궁금하니 근처 올 일 있을 때 먹어볼 예정. (감초때문에 놀라서 평점 3.5 정도 주고싶었으나 없으므로 반올림 ;) ),4
부원면옥,입구를 찾을 때는 헤맸으나 들어오니 따스한 공간이 숨어있었어요. 평냉이라기 보다는 뭔가.. 다른 계열의 냉면이었어요! 달콤담백한 맛이 자꾸 아른거리네요. 또 직원 분들이 친절하세요. 아! 온면도 굉장히 맛있습니다.,5
부원면옥,가성비 좋고 맛있는 냉면. 한장 4000원인 곁들임 빈대떡도 추천. 전반적인 스텝의 응대도 친절하다. 닭무침은 별미. 남대문 갈일 있으면 종종 가서 혼밥하는 곳이다.,5
부원면옥,평양 냉면이라 칭할 수 없는 곳. 국물도 짜고 면발은 전분 그 자체. 한껏 기대하고 이십분나 걸어갔는데 택시 타고 갔으면 택시비 아까울뻔.,1
부원면옥,3~4명이 닭무침+물냉,3
부원면옥,"평냉중 제일 무난하면서 은근히 맛있는 집. 가격도 제일 착하고 닭무침, 빈대떡도 강력추천합니다.",4
부원면옥,물냉+빈대떡=필승,5
부원면옥,ㄱㅊ,5
부원면옥,"달고 생강향이 나는 국물입니다. 면발은 쫄깃한 편. 
이곳도 이제 비냉은 만원을 넘었군요^^);;",4
부원면옥,"가성비 찐에 맛도 굿인
남대문시장 내 찐 노포 냉면 맛집~♡",4
부원면옥,"오래된 노포에 사람에 치이다 보면 그렇겠거니 생각하는데..
주방 앞에 나이 좀 있는 남자분..서비스마인드는 배우셔야 할듯
본인이 가는귀가 먹었으면 주문을 받지 말던가
기분이 안좋으면 손님맞이하지 말고 댁에 가쇼

들어가자마자 비냉 물냉 빈대떡 주문 해서 냉면 둘은 나왔는데 다 먹을때까지 빈대떡이 안나왔다고 하니..
&quot;못들었어..&quot;하고 직원끼리 대화로 끝이네요.

손님한테 말을 해야지..직원끼리 그러고선 끝입니까? 어이도 없고 해서 주문취소하고 냉면만 먹고 나왔는데.. 입으로 들어가는 만족이 50프로면 직원들 서비스먹는게 50프로가 음식장사 아닌가요? 실수는 다 할 수 있는데 뭐 어쩌라고 식의 마인드는 이해가 안가네요

네이버에도 똑같이 실수한 댓글이 있는 것 보니 한두번 이런 짓하는게 아닌 모양 ㅉㅉ",1
부원면옥,"집에 누워서 잘때 가끔 생각남
평냉으로 분류 안하고 부원면옥은 그냥 부원면옥임
이번주에 또 먹으러 가야지",5
부원면옥,냉면,3
부원면옥,"육수 첫맛에 느껴지는 살짝 단맛의 정체를 모르겠지만 나름 깔끔한 맛....가성비로는 최고
빈대떡도 맛있다.
비빔은 쏘쏘",3
부원면옥,"싼게 비지떡
빈대떡은 맛있음",2
부원면옥,"다른분들이 평가해 주신것 처럼 단맛이 느껴지지만 감칠맛에 가까운 단맛이 입안을 감싸는 정도입니다. 
단맛이 좀 더 대중적으로 느껴지는데 가격은 그렇지 못해 아쉽습니다. 

평냉도 맛있고 빈대떡도 괜찮습니다.",3
부원면옥,가성비 갑인 오류동 평양냉면 급을 기대했으나 우선 면이 어울리지 않음. 빈대떡은 잘구우신듯.,3
부원면옥,달아서 그냥 그랬어요,3
부원면옥,성재픽 냉면육수 너무맛있다. 위생과 분위기는 별로,4
부원면옥,평양냉면이라는데 면은 너무 질기고 육수는 육수가 아니라 그냥 면수고 너무 맛없고 별로인 평양냉면이네요,1
부원면옥,냉면은 꼭 닭무침이랑 먹어야됨,5
부원면옥,가성비 평양 냉면이라는 말이 맞아 보인다. 단돈 4천원인 빈대떡이 특히 맘에 든다.,3
부원면옥,담백한 맛,5
부원면옥,"가성비 평양냉면 이란 말이 딱 일 듯.
맛도 양도 가성비를 논해야 할 정도의 맛과 멋이다.
굳이 찾아가고 그르지마잉",3
부원면옥,평냉치곤 달달한 편이긴 하지만 흔한 단맛이 아닌 이 집만의 개성인거 같아서 좋음,4
부원면옥,평양냉면을 저렴한 가격에 맛볼 수 있는 곳이라지만.... 이게 평양냉면인지는 잘 모르겠네요.,1
부원면옥,다른 평양냉면과 달리 이곳은 닭과 돼지고기로 국물을 내기 때문에 꼭 닭무침를 먹어야 함. 시장안에 상인들이 시원하게 먹기 좋은 냉면. 가격대비 양도 많음. 정말 더울 때 시원하게 먹기 좋음. 오래된 가게가 그자리에 그대로 있는 건 이유가 있겠지만 난 그 이유를 찾지 못함.,3
부원면옥,"노포임은 확실하나 과거의 영광, 면에 신경쓴 노력이 보이나 국물은 그에 미치지 못한다. 상대적으로 저렴한 가격이나 맛도 그 가격에 맞게 나온다. 그나마 싸고 맛있는 빈대떡이 선방했다.",3
부원면옥,"제 점수는요... 4.5!
지적할곳이 없는 맛입니다. 
단, 양념통 뚜껑을 잘 덮어 놓았으면 하는 바람이 있습니다.",4
부원면옥,"서비스가 뭔지 모르는 집
곱배기 시켰는데 주방에서 보통을 내어놓고 홀직원이 곱배기라고 하면서 짜증내니까 일반 냉면에 면만 더 얹어 곱배기라고 가져다 주고 면이랑 육수랑 비율이 안맞으니 육수 좀 더 달랬더니 곱배기 시킨거 아니냐며 그냥 육수 달라면 더 주거든요! 라며 육수 가져다 줌 아니 그냥 가져다 주면 안되나? 당신들이 실수 하소 투덜거리는거 다 봤는데? 앞으로는 안가요 안가!",1
부원면옥,"맛있다기보단 매력있어서 자꾸 생각나는 맛. 소주 어울림
빈대떡은 꼭 시키세요.",4
부원면옥,쏘쏘 어르신들이 좋아함,3
부원면옥,"불친절한 서비스, 값은 상대적으로 저렴하나 가성비로 치면 좋지 않은 맛.",1
부원면옥,살짝 달짝지근한 맛에 한번 응? 싶었지만 그래도 평냉은 평냉이었다. 가격 저렴!,4
부원면옥,"건물주여서 가격저렴
색다른 평양냉면
여름 한달에 두번은 감
녹두전도 좋음",4
부원면옥,"평양물냉면 좋아요 
건강한 맛",4
부원면옥,평양냉면이지만 강한 간,3
부원면옥,제육무침 빈대떡 평양냉면,3
부원면옥,찐이다,5
부원면옥,가족과 행복한 시간,5
부원면옥,"상당히 과대 평가된, 하드코어 스타일의 평양냉면. 기름을 제대로 걷어내지 않은 육수와 전분 함량이  많은 면발 그리고 제 멋대로 썰어서 올린 고명 등 내 마음 속에 간직한 평양냉면의 품격을 망가뜨린 곳으로, 싼게 비지떡이고 남대문시장 추억팔이의 전형이다. 오만불손한 여사장은 설상가상이다. 절대 비추.",1
부원면옥,종업원은 불친절 맛은 별로 특히 빈대떡은 돼지 기름 냄새 때문에 먹기 역겨움,1
부원면옥,One of the top 평양냉면집 in Korea,5
부원면옥,물냉면이 참맛있네요.  빈데떡도 맛있습니다.  비빔냉면은 덜매운 편이고 약간 특이한맛인데 괞찬습니다.  스테프가 친절하고 서비스가 좋네요.  식당고 깨끗하네요.,4
부원면옥,"진짜 맛있어요
육수 진해요 들어갈 때 냄새가 구리지만 그건 육수 만들 때 부산물을 걸러내는 과정 같습니다 육수는 누린내 안 나요 최고에요",5
부원면옥,"개 존맛 너무 맛남
진수 총각 숙취로 죽어가고 있었는데
물냉면 육수가 진수 살려줌

아 또 올거에여  재방문 의사 지대 만땅
면발이 쫄면처럼 쫜득함",5
부원면옥,평양냉면 초보자 추천 맛집. 빈대떡도 맛있음.,5
부원면옥,"가격 빼고 봐도 여기 평냉이 제일 맛있음
근데 가격도 제일 쌈 
빈대떡도 진짜 여기가 제일 맛있는데 제일 쌈
여기 먹다 딴데 평냉 못먹겠음 맛없고 돈아까움",5
부원면옥,"맛있어요! 
평양면옥 팔동면옥이랑은 조금 다른 맛인데
또 먹고 싶은 맛입니다",4
부원면옥,(2024.1.18 방문) 슴슴한 평양냉면과 녹두전 그리고 막걸리 한사발. 점심 한상 맛나게 먹음. 조금 찾기 어려운 곳이지만 이층에 들어서면 맡게 되는 전지지는 기름 냄새가 좋다.,4
부원면옥,강렬한 특유의 맛이 있습니다. 육수는 평냉의 슴슴한 맛을 좋아하는 분들에게는 약간 달게 느껴질 수 있음.,5
부원면옥,기존 평냉보다 살짝 단 느낌. 빈대떡이 얇고 바삭해요. 가격이 좋아요.,3
부원면옥,"오이지가 이구역의 짠맛담당! 
육수 자체는 적당한 간 이에요. 
면발은 평냉면발 굵기에 함흥냉면처럼 쫄깃합니다. 남대문 근처를 들린다면 한번씩은 방문하지만맛 자체가 계속 생각나서 찾아오지는 않아요.
이상 tmi 끝",4
부원면옥,"&lt;평냉원정대 5일차_부원냉면&gt;
평양냉면, 제육무침, 빈대떡
★★★★☆
첫 육수의 맛은 고기향에 끝맛은 시골에서 만든 식혜의 단맛이 살짝 나며 그 조화가 정말 괜찮았다. 면은 살짝 탱탱하며 식감이 있었고 메밀향은 중간정도로 먹고 나와서는 깔끔했다.
제육무침은 이때까지 먹어본 사이드중 아주 괜찮았다. 겨자, 식초, 다대기 를 한번씩둘러 감칠맛을 더해 먹으니 더 맛있다.",4
부원면옥,사장님 눈치 보느라 체함,1
부원면옥,"냉면은 맛은 있었으나
진짜 개더럽다.. 빈대떡은 만드는거보고 남김
2층 계단에다 불법으로 주방차려놓고 빈대떡 굽는데 담배냄새 쩔고 복도주방 바로 위에 문없는 화장실이 있음",2
부원면옥,맛나요,4
부원면옥,"맛도 별로지만,
친절하지않고 주방에서는 음식그릇을 내동댕이치는건지,던지는건지 ..시끄러워 원~~~평양냉면 닭무침",1
부원면옥,가성비 괜찮은 시장 평냉,5
부원면옥,닭무침이랑 막걸리 재료 소진이라 못 먹어 아쉽지만 제육무침에 맥주도 맛있었어요! 맥주가 6천원이라 놀랐지만ㅠ 빈대떡 제육무침 냉면모두 여기서만 먹어볼 수 있는 맛이었고 먹고 나오자마자 또 생각나는 맛이었습니다,4
부원면옥,면이 쓰레기인데..?서울 사람들 잘 못먹고 사는구나&hellip;,1
부원면옥,"면이 일단 메밀면이 아닐정도로 쫄깃합니다 평냉 입문하시는 분들은 몰라도 메밀면의 질감을 생각하시면 다소 아쉽습니다. 
육수는 달달한편이고 거냉만 되는것 같아 미지근한점이 아쉬웠습니다 
저렴한 가격에 평냉을 입문해보시는분이나 싼맛에 한번 먹긴 괜찮은 집입니다 빈대떡 맛있어요. 
을밀대 최고.",2
부원면옥,평양냉면중 아직은 만만한 가격대. 예전에 비해서 맛이 미묘하게 바뀐 느낌인데 바뀐 맛이 더 나은것같기도 함. 장소가 협소하여 점심시간에 합석가능. 닭무침이 맛있다는데 소짜도 팔아주시길.,4
부원면옥,"밍밍한 육수에서 살짝 나는 
고기 비린내를 잡지 못하면서 
맛집이라 할 수 있는가..
반찬도 없이 
그릇만 덩그라니 나오는 
냉면이라...
시장에서 생활하며 추억으로
방문하면 모를까.",2
부원면옥,"익숙한 평양냉면을 기대하면 절대 않됨.
하지만 분명 맛있는 평양냉면은 맞음!!
사골욱수에 돼지고기를 삶아낸 특유의 향이 있으면 면발은 적당히 쫄깃거림. 심지어가격이 10500원이면 말 다함.

닭무침은 담백하며, 빈대떡은 고소함. 더할나위 없음!!",4
부원면옥,가격도 주변 생각하면 괜찮고 맛도 무난합니다,5
부원면옥,"완전호불호 갈리는 집입니다
자극적이고 짠거 좋아하면 100%후회합니다

점심시간에 줄서서 먹을정도고
2,3층 꽉꽉 차고
남녀노소, 주변직장인 가리지않고 손님이 많이 계시지만

저와 일행들 입맛엔 ㅜ
아직 슴슴한 맛 좋아할 나이가 아닌가봐요 ㅜ",1
부원면옥,물냉면에 식초넣어 먹어요!,5
부원면옥,여기 평양냉면이 갑이다.,4
